group_.one,group_.two,session_id,% Sessions,plptopdp,add_to_cart,%Plpconvertion,purchase,product_revenue,tasa_conversion,Ticket Promedio
listas,cejas,1,0,0,0,0,0,0,0,null
naruto shippuden,sin_path2,1,0,0,0,0,0,0,0,null
muebles,hamacas,1,0,0,0,0,0,0,0,null
sacacorcho,sin_path2,1,0,0,0,0,0,0,0,null
te matcha,sin_path2,1,0,0,0,0,0,0,0,null
listas,bodegas-de-jardin,1,0,0,0,0,0,0,0,null
miniverse,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23529847608&gbraid=0aaaaaday7cai6ptswwn4fzlp-ekob87nm&gclid=cjwkcajwyypobhbxeiwagpt8p3ytplrnqk5yxbxfoljydxucmxextvlo0kje2vnwhprjdwhaa_qlvxocdoiqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
chaquetas niñas,sin_path2,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cjwkcajwyypobhbxeiwagpt8p4bqx8tdx5dgvt4mwrtxvdn2k_hjqgfaab15ofjrghr8t5kvcjcd2rocmveqavd_bwe&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cj0kcqjwpv7nbhczarisadkifwxbntsdfqnlkrsb1cqyt3knbvwo25nuitio-tiwrmft5lpcpnykzxyaaov0ealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
calefont 7 litros splendid,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=20970654895&gbraid=0aaaaaday7cbku0hf7i-v9v_kol3m0aazf&gclid=cj0kcqjw37nnbhdkarisaebgi8mtdeevq9ze8814ne_xumykdqwl8ean9by6ofpnksut-mwocicmprqaan3gealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
cargador multiple usb,sin_path2,1,0,0,0,0,0,0,0,null
gorras deportivas,sin_path2,1,0,0,0,0,0,0,0,null
honor magic 8 lite,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=20078666154&gbraid=0aaaaaday7cybie2fa2ckdqtmhy965g7x-&gclid=cjwkcajwpctnbha5eiwado1s9rvh7r70yigvr9zt_0s9zsm7y6iqujrelv4xpaianwtqtnoay6v4urocavmqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
listas,juguetes-para-gatos,1,0,0,0,0,0,0,0,null
cupones-de-descuento,?utm_source=tactico&utm_medium=email&utm_campaign=20260323_black_cupones_tanda-2_17387490&emailauth=tvrzm056utrnrgd5zknaoffpnvnsvkzwulu1qkxrzefsmdfcu1v3dvewou4=&utm_content=banner&,1,0,0,0,0,0,0,0,null
?_ga=2.80181073.757273037.1772713439-578541341.1765741649,sin_path2,1,0,0,0,0,0,0,0,null
cortinas de velo,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23555524013&gbraid=0aaaaaday7cbpejogzqrguw4mfcqzcltw-&gclid=cjwkcajwyypobhbxeiwagpt8p4rc1ee2nt85463bkaqg0ckdwspkejrdjf0v39qwizqe0gkbj2a2wxoc6ciqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
llave ducha,sin_path2,1,0,0,0,0,0,0,0,null
muebles,muebles-kids,1,0,0,0,0,0,0,0,null
listas,silla-plegable-camping,1,0,0,0,0,0,0,0,null
polera rainforest hombre,sin_path2,1,0,0,0,0,0,0,0,null
cupones-de-descuento,?utm_source=nocturno&utm_medium=email&utm_campaign=20260328_nocturno_computacion_17390770&utm_content=banner&,1,0,0,0,0,0,0,0,null
pantalon-casimir-pinzado-kotting,sin_path2,1,0,1,0,1,0,0,0,null
rfri,sin_path2,1,0,0,0,0,0,0,0,null
sofa,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23560206163&gbraid=0aaaaaday7cabxawzdw4tmjvr2xairlld_&gclid=cjwkcajwsppobhb9eiwatfbi5nkvbq3ptsifama2yzkhrkwbuht2bi8m8hgexj0apfcwdbkpd2kqlxoc8e8qavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23529860322&gbraid=0aaaaaday7cb-yul7m_qxxodbl56rwiscb&gclid=cjwkcajwvqjobhageiwangeqnfunzzh7thqygbevrerg8_qyebl-27q-xeg7kndc7xle3lkz6rwuvrocjmgqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gad_source=5&gad_campaignid=23699073551&gclid=eaiaiqobchmi5q65v8xfkwmvce64bb3n8rjheaeyasaaegkeppd_bwe&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
anteojos de sol,sin_path2,1,0,0,0,0,0,0,0,null
listas,monitor-144-hz,1,0,0,0,0,0,0,0,null
calzas deportivas,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=18308492052&gbraid=0aaaaaday7cbyrcaao-c2sw-e7sjaokvu7&gclid=cj0kcqjw37nnbhdkarisaebgi8o9iocenemgs3des2i-nt7wl6zvozmmoe670csapc8sa8ga6ng_hacaajcmealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23534939933&gbraid=0aaaaaday7cawtk6uwhg0deoz4gc1ptqcb&gclid=cj0kcqjw1zjobhcmarisadduftaso2ojkrcdxujten-5bsctwhru5sonkgrwo2kw657eck9r0udu7jqaak8healw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
listas,gel-para-cejas,1,0,0,0,0,0,0,0,null
desatornillador electrico,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23554119282&gbraid=0aaaaaday7cy3bqm4lebdey9ic-v-ymj8g&gclid=cj0kcqjwm6pobhcrarisaig58cjwe9n3bfp5v4y4wmficgr3qou0kmpjfewan4gac3xn7twglrkiq7maapsaealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?gad_source=5&gad_campaignid=23669511497&gclid=cjwkcajwg_nnbhageiwaiypyayooolbfsklqrp65s1s9kbbbvzft8keaayxhblptbc2pu7qmzq0byxocsesqavd_bwe&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
jugueteria,accesorios-tenis,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=21134479841&gbraid=0aaaaaday7ca-rqetzdccl52hdciyt7lwx&gclid=cj0kcqjwm6pobhcrarisaig58ciuz87xglbmce47vz-bqkd2ncuqdmrfcku7wytrngy-gjcqyv3r-waaauo6ealw_wcb,sin_path2,1,0,1,0,1,0,0,0,null
perfume 212 vip rose edp,sin_path2,1,0,0,0,0,0,0,0,null
listas,tablet-gamer,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23534922662&gbraid=0aaaaaday7cav4wevit-6rqe4edqounhef&gclid=cj0kcqia2btnbhdjarisak89wlf0e1nqanq6vdawahsp54ty-msmqb-dfmrb8rwmhupgtf2vkqjrrjyaarguealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
lentes-de-sol,sin_path2,1,0,1,0,1,0,0,0,null
?_ga=2.79176464.508214142.1774838879-749479830.1774838879,sin_path2,1,0,0,0,0,0,0,0,null
outlet,sei,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cj0kcqia8ktnbhd_arisaovp6dixr4ucqdy4ga3sfi9-t-hemzd5yya7npnv1_ip5pgeyc87cboi1dcaavkjealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
listas,gel-para-cabello,1,0,0,0,0,0,0,0,null
reloj inteligente deportivo,sin_path2,1,0,0,0,0,0,0,0,null
experiencias-y-servicios,?_ga=2.75345425.2048177947.1772731520-643248694.1772731520,1,0,0,0,0,0,0,0,null
?gad_source=5&gad_campaignid=23669511497&gclid=eaiaiqobchmiudsezaffkwmvgfq4bb25ycbzeaeyasaaeglpdfd_bwe&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
listas,traje-de-bano-con-vuelos,1,0,0,0,0,0,0,0,null
listas,iluminador-en-barra,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23554800188&gbraid=0aaaaaday7caocfzuv_7h6wobh-olvhis8&gclid=cj0kcqjwgr_nbhdfarisahiuwr48umd2rxjxpciutovugzjbmdlfcruer6xxt08cerro8nme0p4bxd4aajmhealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cj0kcqjw4a3obhcharisachaqjnk44kyyqq-eazgroom3mzdzgpdeftnduzdpdz4iqxarkfwfh6meyeaaly8ealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23559298319&gbraid=0aaaaaday7czmtrsezx2o44mhwpicaf3u_&gclid=cj0kcqjwsdnnbhc4arisaa_3hegcpl_s4zpa1eouvwno6absijoddlc7aqq-snyuwktoz6apizewsuyaamgkealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
botines de niño,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.23890745.262264998.1774641514-1924660175.1755302033,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23563495867&gbraid=0aaaaaday7czzizoy7vqgmtcki9nx8q3cz&gclid=cjwkcaiah5xnbhaaeiwa_bu8fuva6derqn7rmiyhbl8171bieamivnqkezas3iveglkxpjftqke_bboc7w0qavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23560217644&gbraid=0aaaaaday7ca8vn0ig4epzxdeuq_nlfpsc&gclid=cj0kcqjwpv7nbhczarisadkifwwoqxfkgmypmfjsfgic1knjj0yuwvvov7oaqdm67ztrsixkinqcdkcaar07ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
listas,epson,1,0,0,0,0,0,0,0,null
listas,adaptador-hdmi-a-usb,1,0,0,0,0,0,0,0,null
listas,pouf,1,0,1,0,1,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23551023498&gbraid=0aaaaaday7cbgfstlcro2vlccrj_dg7pt8&gclid=cj0kcqjw1zjobhcmarisadduftcooa6f5fv_dtpqb6v1tr17ikrmcobs2qlfomke8eqlxy0-qpu_kk8aaltdealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
botin cuero mujer,sin_path2,1,0,0,0,0,0,0,0,null
listas,harry-potter-women-secret,1,0,1,0,1,0,0,0,null
polera opposite mujer,sin_path2,1,0,0,0,0,0,0,0,null
perfume 212 mujer,sin_path2,1,0,0,0,0,0,0,0,null
zapatillas deportivcolegial3sas,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23529860322&gbraid=0aaaaaday7camm-fppoi_2y7lekcl6fagc&gclid=cj0kcqjw4ppnbhd8arisamo-icypsxzsvgc7womociyw_to2bn_c5bjvpmr-h7g2env1g4e8dm6j6aqaaujtealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=18249685850&gbraid=0aaaaaday7cb7xwzkajk_5rezyygnmxe6p&gclid=cj0kcqia8ktnbhd_arisaovp6dl5ea0_g8fe-ns4rw1dhtqkbbhd8pd8edmttxbgooos8w566_gayiiaamo7ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
cart,?fbclid=pazxh0bgnhzw0cmteac3j0ywzhchbfawqpnty3mdy3mzqzmzuyndi3aagn-vltp1sfj3ghfpbjlm3knxduffkgufkitlapvkukuqcdba6ratl0f-uzvpw_aem_dn1f8hwal57d-yjcox-ugq&utm_source=soicos&utm_medium=referral&utm_term=2554663193,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23551015197&gbraid=0aaaaaday7cakzhdccvzqekobbkknw03mo&gclid=cj0kcqiak6rnbhcxarisan5mqls7kwktchgnhnvcmm6sanu0ikogwvzeb-urva1gqln8l7xoicgknaiaaurtealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
pulseras michael kors,sin_path2,1,0,0,0,0,0,0,0,null
listas,carteras-lila,1,0,0,0,0,0,0,0,null
soldadoras,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.201209070.1530856992.1773970488-994399261.1773970488,sin_path2,1,0,0,0,0,0,0,0,null
vestido de fiesta,sin_path2,1,0,0,0,0,0,0,0,null
listas,polar escolar,1,0,1,0,1,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=21134479841&gbraid=0aaaaaday7czkujbqs8mne7zbq-sruuftu&gclid=cj0kcqjwj47obhcmarisaf5wueg96er2yrwonsuex1uu9lcorn8olsd9go_9evyaexckxdhxppk8z-iaaijaealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
quitaesmaltes,sin_path2,1,0,0,0,0,0,0,0,null
ventilador de torre,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23555524013&gbraid=0aaaaaday7czc17whpkalkktahgnr1gfmj&gclid=cj0kcqjwj47obhcmarisaf5wuefsydbljcddvfwxym2zslnysxwnmxsujradozouqfkoosm3_dygyc4aamkfealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=21134479841&gbraid=0aaaaaday7cbptqoasqwoxomcfu577hhll&gclid=cj0kcqjwpv7nbhczarisadkifwyu2nxoq1gnq8tibsfzgkqmgfwmq3q-1mny737khh3cw6jbkfvaklmaame-ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
jeans wados,sin_path2,1,0,0,0,0,0,0,0,null
listas,poleras-moto,1,0,0,0,0,0,0,0,null
listas,correctores-catrice,1,0,0,0,0,0,0,0,null
?_ga=2.151564153.1507783087.1772656441-251743372.1768864585,sin_path2,1,0,0,0,0,0,0,0,null
beyblades,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.61385708.1789030103.1773406318-615092733.1765923680,sin_path2,1,0,0,0,0,0,0,0,null
conciencia-celeste,?_ga=2.155606971.1616306418.1774283639-537292585.1774283639,1,0,0,0,0,0,0,0,null
listas,polerones-deportivos,1,0,0,0,0,0,0,0,null
acqua di gio perfume,sin_path2,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cjwkcajwyypobhbxeiwagpt8p52mvfizur3_usyi4ps1yuazarr7f8ix3tbxwfepduilitri2pewthocevqqavd_bwe&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=21134479841&gbraid=0aaaaaday7cajvmopxavg4bkm6y5bbwp9w&gclid=cj0kcqia2btnbhdjarisak89wlf3fopaympu5uosmykzxmdsslnrznqrfrqzx9qgtq8bqq9m760kszoaalelealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
listas,cinturones-de-cuero-mujer,1,0,0,0,0,0,0,0,null
jbl clip 4,sin_path2,1,0,0,0,0,0,0,0,null
listas,cuchara-de-te,1,0,1,0,1,0,0,0,null
listas,botines-skechers,1,0,0,0,0,0,0,0,null
blusa alaniz mujer,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=20078666154&gbraid=0aaaaaday7czqkr2uv6fvidcu95qps0zeh&gclid=cj0kcqjwm6pobhcrarisaig58cl9mwyg_xjkwpqbdvad4omok0x6tuzdo5rruvoiqqxtfd9njrbsbsoaakxwealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
polerón mujer,sin_path2,1,0,0,0,0,0,0,0,null
?gad_source=5&gad_campaignid=23669511497&gclid=cj0kcqjwve7nbhc-arisalzy9hxthub5m3urn13p-pladdoe_isdxng6rhgbrlv17lnfva6ogm-uwmkaandrealw_wcb&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
listas,microfono-usb,1,0,0,0,0,0,0,0,null
listas,logitech-g305,1,0,0,0,0,0,0,0,null
batidoras-de-pedestal?q=ursus%20trotter&gad_source=2&gad_campaignid=21210454276&gclid=cjwkcajwpctnbha5eiwado1s9tpnjls9sphhair1fgmbuywpdqxspl5xt3onzixk9jjr1fc5br08procb9wqavd_bwe&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
bloqueador con color isdin,sin_path2,1,0,0,0,0,0,0,0,null
tecno-circular,?utm_source=soicos&utm_term=2551068190&utm_medium=referral,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=20970654895&gbraid=0aaaaaday7camf3lwjn35nlz6l0uird_aa&gclid=cj0kcqia2btnbhdjarisak89wlg9xveazpojobj654nbeo3op5mmhk6s64jelrzm59k5bmlq5avatb8aau_realw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
polera basica mujer,sin_path2,1,0,0,0,0,0,0,0,null
listas,airpods-max,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cjwkcajwg_nnbhageiwaiypyazgyasauhudjyslfymqes0idpj6apfvpjzxdrhohhxx61ovlpctfxbocmgsqavd_bwe&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23529903309&gbraid=0aaaaaday7cyb8cwuzpbs_z1eeneriy02w&gclid=cjwkcaiah5xnbhaaeiwa_bu8fc-sk-dbytndmf-emgbzf-7cg94cprexkeq6p-sy2jjokrokyk8ijrocuqyqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23559298319&gbraid=0aaaaaday7cyzmaqj8xlagexsvyrsybvni&gclid=cj0kcqjw4ppnbhd8arisamo-icy5kragmfbbcpvzdi6k6jolnxkkqqfnj_x9dyhrygmb74rnu7jq4pgaamjjealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
listas,pampers-premium-care,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23561892698&gbraid=0aaaaaday7cahiskfsuhs5bu_bsfwd-uyj&gclid=cjwkcajwg_nnbhageiwaiypyaykvczwzwkzygb4iennwtvyg_jw-rqzwrusklgpez5siflfkmmu7trocsaaqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
outlet,sillas,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23554246941&gbraid=0aaaaaday7cyigk-un5yn13bq03fzz6l8x&gclid=cjwkcajwsppobhb9eiwatfbi5fwmy-layqxhkah8kkmxmvbalv8di7u25ppesgbo1c8dnqyb9zqirxocz6iqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23566594213&gbraid=0aaaaaday7camijtllhik9jw7gunnqmwir&gclid=cj0kcqjw4ppnbhd8arisamo-icysptfvqwyaqkyconxiwdgpevu6ph_eeomjtspefdpfr9wsulrbzi8aalqwealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
utensilios de cocina joseph joseph,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.163162869.894409431.1773173749-910687978.1761605454,sin_path2,1,0,0,0,0,0,0,0,null
?gad_source=5&gad_campaignid=23617203495&gclid=cj0kcqjwgr_nbhdfarisahiuwr7t4hdfxl5aah9gwfirdmk4ux__fl9jitqeyxt8codypr42jmzxrgyaamg2ealw_wcb&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
concurso-lollapalooza-chile,?utm_source=tactico&utm_medium=email&utm_campaign=20260303_tactico_tecnocircular_17367685&emailauth=tvrnmu5urxhoak0wzknaofdrrk9ua2xmuuv4slzrvxvrmdlo&utm_content=banner&,1,0,0,0,0,0,0,0,null
?_ga=2.60321065.560807896.1773088465-521364048.1718931121,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.119541832.1914316104.1772755704-1037107442.1771464365,sin_path2,1,0,0,0,0,0,0,0,null
mesa de arrimo madera,sin_path2,1,0,0,0,0,0,0,0,null
listas,mochila-para-mascotas,1,0,0,0,0,0,0,0,null
muebles,carros-de-bar,1,0,0,0,0,0,0,0,null
supermercado,lushop,1,0,0,0,0,0,0,0,null
listas,abrazadera,1,0,0,0,0,0,0,0,null
cartera pollini,sin_path2,1,0,0,0,0,0,0,0,null
bose home speaker 500,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.88330907.1839339976.1773697688-802587646.1773697688,sin_path2,1,0,0,0,0,0,0,0,null
perfume polo hombre,sin_path2,1,0,0,0,0,0,0,0,null
refrigerador industrial,sin_path2,1,0,0,0,0,0,0,0,null
terraza,sin_path2,1,0,0,0,0,0,0,0,null
samsung s8 plus,sin_path2,1,0,0,0,0,0,0,0,null
mandarine,sin_path2,1,0,0,0,0,0,0,0,null
supermercado,solidarnosc,1,0,0,0,0,0,0,0,null
listas,adaptador-bluetooth,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23558734058&gbraid=0aaaaaday7casb3-b1pwc7ncrrtv6tamle&gclid=cj0kcqjw1zjobhcmarisadduftaaeddlg5p4frf7pwj9ul1dyzfozjtpnykieorkbf-_dnbg8ug57jkaajahealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
listas,accesorios-ipad,1,0,0,0,0,0,0,0,null
?gad_source=5&gad_campaignid=23699073551&gclid=eaiaiqobchmi0o3t56nfkwmv0d4eab1piswgeaeyasaaegjmrpd_bwe&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cjwkcajwpctnbha5eiwado1s9ttumv2f_ihrmaa0pqrvmorsct9b4eyky3klgep4ny7elv4cn_f2bbocy2aqavd_bwe&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
pijama niño,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=21510923920&gbraid=0aaaaaday7cbdk0cuqju20fsxkekca_lfh&gclid=cjwkcajwg_nnbhageiwaiypya_khdz2edvo_1c6irmcl4pfdhjger4i_uafy2fbtfii2fdpm4bhlkbocgguqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23560236607&gbraid=0aaaaaday7cy685ckbzf1afryfukw5wdce&gclid=eaiaiqobchmiqluxp8flkwmv7ftiab26phkzebwydcacegk-rfd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
matizador de canas,sin_path2,1,0,0,0,0,0,0,0,null
opposite,?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=pazxh0bgnhzw0cmteac3j0ywzhchbfawqpnty3mdy3mzqzmzuyndi3aagnn8zgl5alav55isqwflltwr7t7r983vatnyfya-t4yft6qbh5locnr-18c0s_aem_-_g9sarpqqvhuts65m9sfw,1,0,0,0,0,0,0,0,null
poleron gap hombre,sin_path2,1,0,0,0,0,0,0,0,null
outlet,attimo-kids,1,0,0,0,0,0,0,0,null
camiseta adulto colo colo 2025,sin_path2,1,0,0,0,0,0,0,0,null
comedor de terraza,sin_path2,1,0,0,0,0,0,0,0,null
cazadora,sin_path2,1,0,0,0,0,0,0,0,null
listas,disfraz-de-pirata,1,0,1,0,1,0,0,0,null
listas,colcha,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23558758952&gbraid=0aaaaaday7cap8a51hnibdzz8urdytm3tq&gclid=cj0kcqjwpv7nbhczarisadkifwzyelhpgsb8ew6xanm6wttgzvzgzejlytnh8zu_bja3x0_-ivydgc4aaoixealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
listas,samsung-galaxy-s22,1,0,1,0,1,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23551015197&gbraid=0aaaaaday7czf_2q5c9tigj_awmsxmz5w_&gclid=cjwkcajwsppobhb9eiwatfbi5gzcbsoa855ygqm-yq8i-xkfyqyscxstr56oypgmpgqzyiqij_iumxocjd0qavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.180637031.1900526216.1772554921-1393803051.1772554921,sin_path2,1,0,0,0,0,0,0,0,null
chaqueta sin mangascolumbia,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23560227013&gbraid=0aaaaaday7cas2n0xbrfkyicpvy5vekn01&gclid=cj0kcqjw4ppnbhd8arisamo-icyc7-uvcpizhcihxphl_fjz80ui_3ngdgvyy2lmlrqjwaujefidgraaai3cealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.127203531.773345498.1774906802-1020862777.1774406801,sin_path2,1,0,0,0,0,0,0,0,null
casa para gatos,sin_path2,1,0,0,0,0,0,0,0,null
listas,batidor-de-leche,1,0,1,0,1,0,0,0,null
muebles,lamparas-colgantes,1,0,0,0,0,0,0,0,null
listas,protector-bucal,1,0,0,0,0,0,0,0,null
listas,aceite-limpiador-facial,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23534888861&gbraid=0aaaaaday7cznpabrdiyleqynfwbkgzp0q&gclid=cjwkcaiatq_nbha_eiwa78nnwpcnorcxj-erjrv9lin-ftsmrpneb6ftq6dsplanmqcmb0dlqzohzroc-weqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23551018788&gbraid=0aaaaaday7cyc29wheluza02kfmi-hqdca&gclid=cjwkcajwvqjobhageiwangeqnr6_d6ksfmtan-bisqdapotxi8pbq8do7f3qeepp8nvn2wfskmao4bochckqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
regalos,?gad_source=1&gad_campaignid=23067772052&gclid=cjwkcajw-j3obhbueiwawqz_h4hi1djxcboggy8czjz9dtg9zkvtokqtsaks3ngtd5dzjplrsykq7roc9l0qavd_bwe,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cj0kcqjwpv7nbhczarisadkifwzt-d8gydxi83lifmdizswtysvdikccubvbxw9qulyyzfkcd1msa10aanwuealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
nestle,sin_path2,1,0,0,0,0,0,0,0,null
velas,sin_path2,1,0,0,0,0,0,0,0,null
mujer,pinches,1,0,0,0,0,0,0,0,null
notebook rayen 3,sin_path2,1,0,0,0,0,0,0,0,null
caja de bombones,sin_path2,1,0,0,0,0,0,0,0,null
termos para comida..,sin_path2,1,0,0,0,0,0,0,0,null
211103002,sin_path2,1,0,0,0,0,0,0,0,null
listas,red-dead-redemption,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23563495867&gbraid=0aaaaaday7czhf9ulnwxsvqajji70wf144&gclid=cjwkcaiah5xnbhaaeiwa_bu8fzxwt14tkvnxcyqcoy-kxhi4rqg1msb2-4jeqwyec9uhwfzs-slyzboclxkqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.138024057.851921009.1774543539-1670672933.1774543539,sin_path2,1,0,0,0,0,0,0,0,null
parlantes bluetooth,sin_path2,1,0,0,0,0,0,0,0,null
deportes,chaquetas,1,0,0,0,0,0,0,0,null
perfume rabanne,sin_path2,1,0,0,0,0,0,0,0,null
